,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2694,2888_01,3,0,6,1,71.0,1,901.0,0.0,1698.0,0.0,0.0,Kad Gele,False
2695,2890_01,1,0,2,1,44.0,0,0.0,351.0,0.0,3.0,3447.0,Jabbab Cattyried,False
2696,2890_02,1,1,2,1,36.0,0,0.0,0.0,0.0,0.0,0.0,Suhain Cattyried,True
2697,2891_01,2,0,7,1,18.0,0,4.0,904.0,0.0,0.0,1.0,Gleney Ortinericey,False
2698,2892_01,2,0,7,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,True
2699,2892_02,2,1,7,3,12.0,0,0.0,0.0,0.0,0.0,0.0,Benry Gallenry,False
2700,2892_03,2,1,7,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,True
2701,2892_04,2,0,6,1,29.0,0,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,False
2702,2892_05,2,0,7,1,9.0,0,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,False
2703,2893_01,2,0,7,3,27.0,0,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,False
2704,2894_01,2,0,6,2,24.0,0,0.0,0.0,443.0,244.0,1.0,Idace Hersons,False
2705,2897_01,2,0,7,1,38.0,0,1.0,0.0,288.0,0.0,556.0,Guye Meadoney,True
2706,2899_01,3,0,6,1,28.0,0,523.0,0.0,0.0,970.0,0.0,Monch Buth,False
2707,2900_01,3,1,7,1,26.0,0,0.0,0.0,0.0,0.0,0.0,Corse Snoff,True
2708,2901_01,2,0,6,1,16.0,0,0.0,20.0,0.0,300.0,681.0,Jeanna Vandez,False
2709,2901_02,2,0,6,2,24.0,0,0.0,2.0,25.0,0.0,707.0,Loisey Vandez,True
2710,2902_01,2,0,7,1,33.0,0,123.0,760.0,0.0,0.0,0.0,Lyney Merkins,False
2711,2905_01,2,0,7,3,24.0,0,489.0,0.0,0.0,0.0,0.0,Lloyde Parsoney,False
2712,2906_01,2,0,7,1,29.0,0,1.0,0.0,133.0,104.0,574.0,Margia Gainebergan,False
2713,2907_01,2,0,6,1,25.0,0,0.0,9.0,2005.0,0.0,5.0,Paulah Weavesend,True
2714,2908_01,2,0,7,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Nica Berreranks,False
2715,2908_02,2,0,6,1,13.0,0,649.0,2.0,0.0,124.0,143.0,Benda Berreranks,False
2716,2909_01,2,1,7,3,7.0,0,0.0,0.0,0.0,0.0,0.0,Eddiey Polloantes,False
2717,2910_01,2,0,6,2,32.0,0,0.0,0.0,736.0,0.0,0.0,Celis Bucknersony,False
2718,2912_01,3,1,5,1,34.0,0,0.0,0.0,0.0,0.0,0.0,Beeres Kine,False
2719,2913_01,3,0,6,1,49.0,0,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,False
2720,2919_01,3,0,4,1,43.0,0,13.0,2119.0,315.0,0.0,261.0,Slix Kra,True
2721,2919_02,3,0,6,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True
2722,2919_03,3,1,6,1,6.0,0,0.0,0.0,0.0,0.0,0.0,Stmeal Kra,True
2723,2920_01,2,0,6,1,23.0,0,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,True
2724,2925_01,3,0,6,1,43.0,0,336.0,11.0,796.0,15.0,0.0,Cines Minen,True
2725,2925_02,3,1,6,3,23.0,0,0.0,0.0,0.0,0.0,0.0,Goleer Minen,True
2726,2926_01,3,0,7,1,43.0,0,828.0,25.0,545.0,107.0,0.0,Kad Homin,False
2727,2927_01,3,1,6,3,41.0,0,0.0,0.0,0.0,0.0,0.0,Caw Panad,True
2728,2928_01,1,0,2,3,54.0,1,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,False
2729,2928_02,1,1,2,1,51.0,0,0.0,0.0,0.0,0.0,0.0,Photope Caltilter,True
2730,2928_03,1,1,2,1,44.0,0,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,True
2731,2929_01,2,1,7,2,48.0,0,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,True
2732,2930_01,2,0,7,1,45.0,0,0.0,9.0,0.0,857.0,16.0,Cary Mejiaddox,False
2733,2934_01,2,0,6,2,20.0,0,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,False
2734,2935_01,1,0,8,1,33.0,0,0.0,28.0,0.0,6841.0,543.0,Missing,False
2735,2936_01,2,0,7,1,21.0,0,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,False
2736,2938_01,1,1,3,1,68.0,0,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,True
2737,2940_01,2,0,6,2,23.0,0,5.0,308.0,363.0,7.0,0.0,Melica Casonston,True
2738,2941_01,2,0,7,1,16.0,0,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,False
2739,2942_01,2,0,6,1,35.0,0,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,False
2740,2943_01,2,1,7,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Allene Belley,False
2741,2944_01,2,0,6,1,51.0,0,214.0,3.0,16.0,569.0,0.0,Min Nichoan,False
2742,2944_02,2,0,7,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Ernard Nichoan,False
2743,2944_03,2,1,7,3,29.0,0,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,False
2744,2944_04,2,0,7,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,True
2745,2945_01,2,1,7,3,39.0,0,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,True
2746,2948_01,1,0,3,1,55.0,0,0.0,1971.0,77.0,577.0,1050.0,Tabiton Prearright,True
2747,2949_01,2,1,7,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Florey Boltertley,False
2748,2950_01,2,0,6,1,20.0,0,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,False
2749,2953_01,2,0,5,3,25.0,0,0.0,641.0,0.0,2.0,0.0,Eilan Solivers,True
2750,2954_01,2,0,6,3,18.0,0,235.0,0.0,101.0,0.0,316.0,Karlie Gordanieves,True
2751,2956_01,2,0,7,2,28.0,0,3.0,141.0,0.0,0.0,1689.0,Tonnie Houseson,False
2752,2958_01,2,0,6,1,26.0,0,1822.0,0.0,4.0,107.0,1204.0,Min Parrett,False
2753,2959_01,2,0,6,2,28.0,0,1.0,0.0,933.0,614.0,0.0,Missing,False
2754,2960_01,2,0,6,1,54.0,0,0.0,0.0,0.0,0.0,0.0,Gracia Carterson,False
2755,2961_01,2,0,6,1,56.0,0,0.0,54.0,0.0,724.0,0.0,Evaned Kellynn,False
2756,2962_01,3,0,5,1,25.0,0,1228.0,0.0,132.0,0.0,0.0,Cints Backe,False
2757,2964_01,1,0,1,1,26.0,0,2050.0,8525.0,0.0,270.0,636.0,Izarfik Holiabler,False
2758,2965_01,2,0,6,1,14.0,0,0.0,0.0,709.0,258.0,3.0,Amandy Munozanson,False
2759,2966_01,2,0,5,1,21.0,0,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,True
2760,2968_01,2,1,7,1,43.0,0,0.0,0.0,0.0,0.0,0.0,Evendy Sosalinson,True
2761,2969_01,2,0,7,1,37.0,0,221.0,0.0,32.0,38.0,516.0,Russey Miley,False
2763,2971_01,1,0,8,1,38.0,0,0.0,3135.0,0.0,26.0,3.0,Pent Sessiouse,True
2764,2972_01,2,0,5,1,14.0,0,0.0,1.0,1441.0,0.0,190.0,Danna Yorkland,True
2765,2975_01,2,0,6,2,20.0,0,0.0,0.0,585.0,0.0,10.0,Elanda Hermanapp,False
2766,2979_01,1,0,2,1,33.0,0,0.0,0.0,0.0,0.0,0.0,Sadirux Urablele,False
2767,2982_01,1,1,2,3,33.0,0,0.0,0.0,0.0,0.0,0.0,Tarino Unrespery,True
2768,2983_01,2,0,5,1,13.0,0,0.0,0.0,31.0,0.0,810.0,Mamina Monsoney,True
2769,2984_01,1,0,4,1,37.0,0,0.0,210.0,0.0,4114.0,0.0,Teron Healted,False
2770,2986_01,3,0,5,1,15.0,0,5711.0,0.0,2516.0,0.0,1370.0,Swaffs Dutty,False
2771,2988_01,1,0,1,3,33.0,0,396.0,1280.0,7.0,308.0,4941.0,Winon Cousel,False
2772,2990_01,2,1,7,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Gileen Vandez,True
2773,2992_01,2,0,6,2,49.0,0,0.0,0.0,0.0,160.0,528.0,Dont Sterreray,False
2774,2993_01,2,0,6,1,24.0,0,1252.0,6.0,0.0,123.0,706.0,Nelly Gordanieves,False
2775,2994_01,2,0,5,1,24.0,0,173.0,0.0,14.0,0.0,603.0,Carly Scottuez,False
2776,2995_01,1,1,2,3,26.0,0,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,True
2777,2995_02,1,1,2,3,40.0,0,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,True
2778,2996_01,2,0,6,3,31.0,0,0.0,611.0,2.0,4.0,22.0,Missing,False
2779,2998_01,1,0,3,1,47.0,0,0.0,5252.0,0.0,124.0,300.0,Dirfak Mosteraked,True
2780,3000_01,2,0,6,1,19.0,0,736.0,0.0,0.0,0.0,1.0,Therta Spencervan,False
2781,3001_01,1,0,3,3,38.0,1,0.0,1577.0,0.0,425.0,4359.0,Phecca Shming,False
2782,3001_02,1,0,3,3,33.0,0,0.0,1001.0,2280.0,0.0,29.0,Dirfak Shming,True
2783,3003_01,1,1,3,1,45.0,0,0.0,0.0,0.0,0.0,0.0,Ankaan String,True
2784,3004_01,2,1,7,1,1.0,0,0.0,0.0,0.0,0.0,0.0,Card Clinantones,True
2785,3004_02,2,0,6,1,32.0,0,0.0,53.0,0.0,744.0,0.0,Tin Clinantones,False
2786,3005_01,3,1,6,1,70.0,0,0.0,0.0,0.0,0.0,0.0,Stmeal Fisun,True
2787,3006_01,2,0,7,2,19.0,0,23.0,0.0,0.0,0.0,732.0,Race Wolferguson,False
2788,3009_01,3,1,5,2,55.0,0,0.0,0.0,0.0,0.0,0.0,Blakes Chcak,True
2789,3010_01,1,0,2,1,48.0,0,0.0,8403.0,0.0,7627.0,83.0,Kraban Praugnox,False
2790,3012_01,2,0,7,1,66.0,0,1187.0,1.0,0.0,6.0,0.0,Thony Bradlerson,False
2791,3013_01,2,0,6,1,13.0,0,0.0,256.0,0.0,207.0,409.0,Morrie Moongton,False
2792,3014_01,1,0,3,3,40.0,0,82.0,1390.0,0.0,347.0,6237.0,Alduson Oilpuring,False
2793,3015_01,2,0,5,1,35.0,0,0.0,1438.0,0.0,112.0,74.0,Dord Pottley,True
2794,3018_01,2,0,6,1,32.0,0,0.0,49.0,2.0,639.0,0.0,Vanley Harry,False
2795,3019_01,3,0,5,1,51.0,0,1644.0,0.0,234.0,157.0,64.0,Yakers Peake,False
2796,3020_01,1,0,2,1,37.0,0,0.0,216.0,0.0,5391.0,3372.0,Tard Monfulewss,False
2797,3021_01,2,0,7,1,31.0,0,517.0,1.0,301.0,60.0,4.0,Deanny Spencervan,False
2798,3021_02,2,0,6,1,37.0,0,608.0,0.0,6.0,0.0,1637.0,Billey Spencervan,False
2799,3022_01,1,0,3,1,38.0,0,0.0,3331.0,270.0,2.0,3510.0,Ankab Speating,False
2800,3022_02,1,0,3,3,19.0,0,0.0,329.0,0.0,3154.0,312.0,Hadirah Speating,False
2801,3023_01,3,1,6,1,33.0,0,0.0,0.0,0.0,0.0,0.0,Panter Blane,True
2802,3024_01,2,0,6,1,19.0,0,0.0,0.0,1752.0,187.0,0.0,Jord Barkeretton,True
2803,3025_01,2,0,7,1,31.0,0,2.0,788.0,0.0,128.0,9.0,Missing,True
2804,3025_02,2,0,7,1,43.0,0,45.0,8.0,0.0,607.0,44.0,Stald Fisheparks,False
2805,3026_01,2,1,7,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Artis Gambs,False
2806,3027_01,2,1,7,1,24.0,0,0.0,0.0,0.0,0.0,0.0,Tracia Fitzgerson,False
2807,3029_01,1,0,3,3,21.0,0,0.0,878.0,82.0,360.0,1784.0,Geno Disgul,False
2808,3029_02,1,0,3,1,14.0,0,0.0,0.0,0.0,0.0,0.0,Charga Disgul,True
2809,3030_01,1,0,2,3,30.0,0,728.0,2551.0,0.0,48.0,1804.0,Cellum Alaring,True
2810,3030_02,1,1,2,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Wezena Alaring,True
2811,3032_01,2,0,7,1,11.0,0,0.0,0.0,0.0,0.0,0.0,Raque Wolfernan,False
2812,3032_02,2,1,7,1,4.0,0,0.0,0.0,0.0,0.0,0.0,Loresa Wolfernan,False
2813,3032_03,2,0,7,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Andie Wolfernan,False
2814,3032_04,2,0,6,1,30.0,0,479.0,12.0,25.0,643.0,283.0,Ritany Wolfernan,False
2815,3033_01,2,0,7,2,21.0,0,0.0,27.0,1181.0,0.0,513.0,Hardy Wagnerray,False
2816,3034_01,1,0,7,1,40.0,0,0.0,0.0,0.0,0.0,0.0,Dscheat Noxnuther,False
2817,3036_01,2,0,6,2,57.0,0,506.0,0.0,1.0,178.0,0.0,Penne Booneid,False
2818,3038_01,3,0,6,1,35.0,0,1228.0,0.0,0.0,0.0,0.0,Cink Porté,False
2819,3039_01,1,0,1,1,32.0,0,0.0,0.0,0.0,0.0,0.0,Acraban Conamminal,False
2820,3040_01,3,0,6,1,32.0,0,2616.0,0.0,2.0,5.0,0.0,Nilly Purle,False
2821,3042_01,2,0,6,1,30.0,0,0.0,0.0,301.0,0.0,437.0,Maya Mejiaddox,False
2822,3044_01,2,0,6,1,69.0,0,577.0,139.0,0.0,0.0,0.0,Joyces Fowlesterez,False
2823,3045_01,2,1,7,1,21.0,0,0.0,0.0,0.0,0.0,0.0,Helean Hestes,False
2824,3047_01,3,1,5,2,17.0,0,0.0,0.0,0.0,0.0,0.0,Jack Quart,True
2825,3047_02,3,0,5,1,16.0,0,995.0,0.0,6.0,48.0,0.0,Wafros Quart,False
2826,3048_01,3,1,5,1,25.0,0,0.0,0.0,0.0,0.0,0.0,Mitch Canie,False
2827,3050_01,1,0,5,1,25.0,0,1586.0,2342.0,947.0,1.0,276.0,Skatik Supred,True
2828,3053_01,1,0,7,3,52.0,0,0.0,2.0,0.0,10976.0,810.0,Ainor Fuelisent,False
2829,3054_01,2,0,6,1,13.0,0,578.0,77.0,0.0,306.0,5.0,Celis Bootez,False
2830,3055_01,2,0,6,1,37.0,0,1086.0,0.0,0.0,41.0,0.0,Inen Casentry,False
2831,3060_01,3,0,6,1,13.0,0,760.0,2.0,2.0,0.0,0.0,Rowl Chman,False
2832,3060_02,3,0,4,1,45.0,0,3309.0,0.0,10.0,0.0,0.0,Duckes Chman,False
2833,3060_03,3,0,5,1,55.0,0,0.0,0.0,0.0,0.0,0.0,Torms Chman,False
2834,3061_01,2,0,6,1,22.0,0,664.0,0.0,0.0,65.0,0.0,Mela Bakericks,False
2835,3061_02,2,0,7,1,39.0,0,0.0,0.0,0.0,1745.0,72.0,Ritey Hickley,False
2836,3062_01,3,0,4,1,35.0,0,741.0,0.0,31.0,0.0,36.0,Hion Frasp,False
2837,3063_01,2,1,7,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Jerrye Daughttley,True
2838,3063_02,2,1,7,1,7.0,0,0.0,0.0,0.0,0.0,0.0,Joana Daughttley,True
2839,3063_03,2,0,5,1,19.0,0,1.0,0.0,0.0,450.0,254.0,Elina Daughttley,False
2840,3064_01,2,1,7,1,21.0,0,0.0,0.0,0.0,0.0,0.0,Thewis Spencervan,True
2841,3065_01,1,0,4,3,37.0,0,0.0,2065.0,1650.0,356.0,1.0,Solark Preeldy,True
2842,3066_01,2,0,5,1,35.0,0,1609.0,0.0,0.0,0.0,0.0,Felia Hortis,False
2843,3067_01,2,1,7,1,22.0,0,0.0,0.0,0.0,0.0,0.0,France Dicksons,True
2844,3068_01,2,0,7,1,62.0,0,379.0,453.0,0.0,7.0,0.0,Tyrona Mcfarley,False
2845,3070_01,2,1,7,1,41.0,0,0.0,0.0,0.0,0.0,0.0,Bel Haydenez,True
2846,3071_01,1,1,2,1,16.0,0,0.0,0.0,0.0,0.0,0.0,Saiphda Cracionfic,True
2847,3071_02,1,0,2,1,26.0,0,0.0,0.0,8.0,21.0,6023.0,Alballa Cracionfic,False
2848,3073_01,3,1,6,1,36.0,0,0.0,0.0,0.0,0.0,0.0,Krios Shbre,True
2850,3079_01,2,0,6,3,22.0,0,35.0,0.0,36.0,581.0,0.0,Charly Booters,False
2851,3080_01,2,0,6,1,40.0,0,0.0,0.0,0.0,822.0,2.0,Florey Alldson,False
2852,3081_01,1,0,3,3,50.0,0,0.0,1547.0,0.0,1784.0,1.0,Gollux Reedall,True
2853,3081_02,1,1,3,1,57.0,0,0.0,0.0,0.0,0.0,0.0,Sadirak Reedall,True
2854,3082_01,2,0,7,2,15.0,0,1.0,30.0,1793.0,0.0,0.0,Kayd Wilkinner,True
2855,3083_01,1,0,4,3,23.0,0,0.0,587.0,0.0,1497.0,1014.0,Antak Bootty,False
2856,3084_01,3,1,4,3,60.0,0,0.0,0.0,0.0,0.0,0.0,Bakix Flell,True
2857,3085_01,2,0,7,1,73.0,0,0.0,0.0,0.0,153.0,556.0,Coracy Briggins,False
2858,3087_01,2,0,7,1,35.0,0,0.0,0.0,0.0,0.0,0.0,Chadie Flyncharlan,True
2859,3088_01,1,0,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,Dscha Dishearly,False
2860,3090_01,1,0,2,1,27.0,1,0.0,6013.0,0.0,820.0,31.0,Minoces Myling,True
2861,3091_01,1,0,7,1,14.0,0,0.0,946.0,0.0,7860.0,384.0,Kitakan Wingcoling,False
2862,3091_02,1,1,4,1,26.0,0,0.0,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,True
2863,3092_01,2,0,7,1,22.0,0,0.0,0.0,102.0,43.0,700.0,Stace Solivers,False
2864,3093_01,3,0,5,3,22.0,0,2229.0,0.0,1349.0,121.0,0.0,Berk Terte,True
2865,3095_01,3,0,6,2,71.0,0,924.0,1284.0,10.0,9.0,0.0,Aarjel Rhuba,False
2866,3096_01,3,0,4,3,25.0,0,5.0,1.0,633.0,0.0,188.0,Seat Khaf,True
2867,3099_01,3,1,5,1,27.0,0,0.0,0.0,0.0,0.0,0.0,Chones Bine,True
2868,3100_01,2,0,7,1,1.0,0,0.0,0.0,0.0,0.0,0.0,Andrey Farmonrada,False
2869,3100_02,2,0,6,1,52.0,0,809.0,0.0,0.0,0.0,0.0,Jord Farmonrada,True
2870,3100_03,2,1,7,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Gordo Farmonrada,True
2871,3102_01,1,1,2,3,30.0,0,0.0,0.0,0.0,0.0,0.0,Tachba Mirinanty,True
2872,3103_01,1,0,2,1,52.0,1,0.0,7452.0,0.0,1158.0,7979.0,Aldibah Baleful,False
2873,3104_01,2,0,7,1,12.0,0,0.0,0.0,0.0,0.0,0.0,Shally Fowles,True
2874,3104_02,2,1,7,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Lorice Fowles,True
2875,3110_01,2,0,7,1,24.0,0,520.0,0.0,0.0,195.0,0.0,Dandra Joyneidez,True
2876,3111_01,3,0,4,1,22.0,0,1173.0,0.0,0.0,9.0,0.0,Goles Ramad,False
2877,3112_01,2,1,7,2,15.0,0,0.0,0.0,0.0,0.0,0.0,Billey Romason,False
2878,3113_01,3,1,4,1,21.0,0,0.0,0.0,0.0,0.0,0.0,Sceros Lake,True
2879,3113_02,3,1,4,3,56.0,0,0.0,0.0,0.0,0.0,0.0,Eloos Lake,True
2880,3114_01,3,0,4,1,50.0,0,1598.0,0.0,155.0,26.0,0.0,Yapich Sad,False
2881,3116_01,2,0,6,1,20.0,0,127.0,0.0,656.0,0.0,21.0,Jaye Mcguirez,False
2882,3117_01,2,0,6,1,32.0,0,0.0,0.0,47.0,857.0,23.0,Missing,False
2883,3118_01,2,1,7,1,28.0,0,0.0,0.0,0.0,0.0,0.0,Sus Coolez,False
2884,3119_01,2,0,7,1,74.0,0,571.0,0.0,0.0,277.0,0.0,Jorgie Hamberterry,False
2885,3120_01,3,1,5,1,25.0,0,0.0,0.0,0.0,0.0,0.0,Rionk Rhuba,True
2886,3120_02,3,0,5,1,31.0,0,691.0,3.0,68.0,286.0,0.0,Aps Rhuba,False
2887,3121_01,2,1,7,2,6.0,0,0.0,0.0,0.0,0.0,0.0,Trice Moreman,True
2888,3123_01,2,1,7,1,17.0,0,0.0,0.0,0.0,0.0,0.0,Derina Prinson,True
2889,3124_01,3,1,6,1,12.0,0,0.0,0.0,0.0,0.0,0.0,Stax Hapie,True
2890,3124_02,3,0,6,1,47.0,0,1130.0,8.0,299.0,0.0,0.0,Gech Hapie,True
2891,3124_03,3,1,6,1,46.0,0,0.0,0.0,0.0,0.0,0.0,Wal Hapie,True
2892,3126_01,1,0,2,3,31.0,0,139.0,4018.0,13.0,232.0,1140.0,Zedares Foraud,True
2893,3126_02,1,0,2,1,36.0,0,0.0,0.0,0.0,0.0,0.0,Okulas Foraud,True
2894,3128_01,2,0,7,3,15.0,0,62.0,57.0,2646.0,1104.0,312.0,Heila Gordond,False
2895,3130_01,3,0,6,1,38.0,0,886.0,0.0,618.0,0.0,0.0,Mall Frasp,False
2896,3131_01,2,1,7,3,48.0,0,0.0,0.0,0.0,0.0,0.0,Salley Mckinn,True
2897,3131_02,2,1,7,1,21.0,0,0.0,0.0,0.0,0.0,0.0,Hardy Griffy,True
2898,3131_03,2,1,7,1,4.0,0,0.0,0.0,0.0,0.0,0.0,Jamela Griffy,True
2899,3132_01,3,1,6,1,31.0,0,0.0,0.0,0.0,0.0,0.0,Sce Meake,True
2900,3133_01,2,0,7,2,31.0,0,0.0,140.0,394.0,0.0,0.0,Aliey Chanash,False
2901,3134_01,1,0,3,2,62.0,1,0.0,4513.0,0.0,85.0,1437.0,Enifik Clughted,True
2902,3136_01,2,1,7,1,29.0,0,0.0,0.0,0.0,0.0,0.0,Feline Mcneiderson,True
2903,3138_01,2,0,7,1,30.0,0,0.0,4.0,1604.0,678.0,1681.0,Therie Stephendsey,False
2904,3140_01,3,0,5,1,26.0,0,912.0,0.0,43.0,0.0,0.0,Eang Dan,False
2905,3142_01,3,0,6,1,43.0,0,33.0,1117.0,59.0,0.0,16.0,Backse Cla,False
2906,3142_02,3,0,6,1,32.0,0,1087.0,0.0,71.0,0.0,0.0,Fres Cla,False
2907,3143_01,3,1,6,3,24.0,0,0.0,0.0,0.0,0.0,0.0,Dous Blane,True
2908,3145_01,3,1,6,1,49.0,0,0.0,0.0,0.0,0.0,0.0,Spies Gency,True
2909,3147_01,2,0,6,1,21.0,0,17.0,427.0,31.0,257.0,0.0,Colle Steinardson,True
2910,3149_01,2,0,7,1,18.0,0,0.0,730.0,79.0,0.0,0.0,Natha Portananney,True
2911,3149_02,2,1,7,1,18.0,0,0.0,0.0,0.0,0.0,0.0,Katen Portananney,True
2912,3152_01,2,1,7,1,14.0,0,0.0,0.0,0.0,0.0,0.0,Therek Greeves,False
2913,3158_01,3,0,4,1,21.0,0,1507.0,0.0,3.0,2.0,1196.0,Pech Banie,False
2914,3159_01,3,1,6,3,25.0,0,0.0,0.0,0.0,0.0,0.0,Eggers Melte,True
2915,3161_01,1,0,5,3,56.0,0,0.0,323.0,971.0,58.0,4240.0,Batan Roustorly,False
2916,3162_01,2,0,7,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Diandi Kellyons,True
2917,3162_02,2,0,6,1,55.0,0,0.0,0.0,5.0,0.0,2409.0,Robyny Simonson,False
2918,3162_03,2,1,7,1,14.0,0,0.0,0.0,0.0,0.0,0.0,Beula Simonson,False
2919,3163_01,3,0,6,1,13.0,0,1007.0,0.0,142.0,295.0,0.0,Crin Vlart,False
2920,3163_02,3,0,6,3,43.0,0,4.0,0.0,1834.0,1.0,66.0,Hammet Vlart,False
2921,3164_01,2,1,7,1,39.0,0,0.0,0.0,0.0,0.0,0.0,Berty Crayeson,False
2923,3168_01,2,0,6,1,24.0,0,0.0,7.0,548.0,4.0,0.0,Jaimez Peckerson,True
2924,3169_01,2,0,6,1,26.0,0,207.0,350.0,74.0,0.0,3.0,Lyn Leblanchez,True
2925,3171_01,2,1,7,3,22.0,0,0.0,0.0,0.0,0.0,0.0,Letty Wellenez,True
2926,3172_01,2,0,6,1,26.0,0,0.0,0.0,1352.0,5.0,0.0,Allena Sellahaney,False
2927,3174_01,3,0,4,1,19.0,0,155.0,0.0,1632.0,3.0,0.0,Berios Homin,True
2928,3174_02,3,1,6,1,38.0,0,0.0,0.0,0.0,0.0,0.0,Life Homin,True
2929,3175_01,1,1,2,3,38.0,0,0.0,0.0,0.0,0.0,0.0,Altardr Mosteraked,True
2930,3176_01,1,0,5,1,77.0,0,0.0,9032.0,0.0,128.0,1464.0,Ankalik Nateansive,True
2931,3179_01,2,0,6,3,28.0,0,2840.0,0.0,0.0,0.0,0.0,Therie Saley,False
2932,3180_01,2,0,6,1,22.0,0,0.0,1.0,379.0,0.0,336.0,Hery Lewinez,False
2933,3181_01,2,0,5,1,20.0,0,4.0,353.0,193.0,241.0,0.0,Tanley Gregordy,False
2934,3182_01,2,0,6,1,18.0,0,0.0,0.0,699.0,0.0,0.0,Herita Welltonces,True
2935,3184_01,1,0,2,3,10.0,0,0.0,0.0,0.0,0.0,0.0,Arkard Sechausive,True
2936,3184_02,1,1,2,3,34.0,0,0.0,0.0,0.0,0.0,0.0,Tarmus Sechausive,True
2937,3185_01,2,0,6,1,43.0,0,0.0,788.0,0.0,0.0,1191.0,Carley Gardonadox,False
2938,3188_01,3,1,5,3,31.0,0,0.0,0.0,0.0,0.0,0.0,Mass Reau,False
2939,3189_01,3,1,4,3,40.0,0,0.0,0.0,0.0,0.0,0.0,Weers Che,True
2940,3189_02,3,0,4,1,25.0,0,1299.0,0.0,0.0,0.0,0.0,Womel Che,False
2941,3191_01,3,1,6,1,68.0,0,0.0,0.0,0.0,0.0,0.0,Fex Sin,True
2942,3192_01,2,0,6,1,20.0,0,0.0,0.0,147.0,0.0,0.0,Dorie Brenney,False
2943,3193_01,3,0,6,1,27.0,1,309.0,0.0,849.0,0.0,0.0,Golve Mushe,True
2944,3195_01,2,0,7,1,1.0,0,0.0,0.0,0.0,0.0,0.0,Rald Litthews,False
2945,3195_02,2,0,7,2,60.0,0,0.0,31.0,6.0,223.0,356.0,Fredy Litthews,False
2946,3195_03,2,0,7,3,28.0,0,0.0,0.0,675.0,31.0,0.0,Fery Litthews,True
2947,3195_04,2,0,7,2,11.0,0,0.0,0.0,0.0,0.0,0.0,Ralda Litthews,False
2948,3195_05,2,0,7,3,0.0,0,0.0,0.0,0.0,0.0,0.0,Allena Litthews,False
2949,3195_06,2,1,7,1,9.0,0,0.0,0.0,0.0,0.0,0.0,Violan Litthews,False
2950,3196_01,3,0,6,1,38.0,0,1046.0,0.0,1553.0,0.0,0.0,Flats Chate,False
2951,3197_01,2,0,6,3,18.0,0,0.0,0.0,0.0,588.0,0.0,Molley Ryanga,False
2952,3200_01,2,0,6,1,40.0,0,4.0,11.0,669.0,0.0,773.0,Brie Flynney,False
2953,3201_01,2,0,6,1,21.0,0,330.0,11.0,0.0,0.0,398.0,Lynez Mcfaddoxter,False
2954,3203_01,2,1,7,1,24.0,0,0.0,0.0,0.0,0.0,0.0,Karley Hopez,False
2955,3204_01,1,0,1,1,26.0,0,0.0,1653.0,7.0,227.0,1457.0,Sadra Wirdley,False
2956,3204_02,1,0,1,1,47.0,0,3865.0,3810.0,0.0,12.0,196.0,Alphah Wirdley,False
